Course ID,Topic Name,Topic Link
1067,anthropology,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnthropology
1068,New Age,http%3A%2F%2Fdbpedia.org%2Fresource%2FNew_Age
1070,Third World,http%3A%2F%2Fdbpedia.org%2Fresource%2FThird_World
1073,multiculturalism,http%3A%2F%2Fdbpedia.org%2Fresource%2FMulticulturalism
1073,diaspora,http%3A%2F%2Fdbpedia.org%2Fresource%2FDiaspora
1073,anthropology,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnthropology
1073,sociology,http%3A%2F%2Fdbpedia.org%2Fresource%2FSociology
31627,MEN AND MASCULINITIES,http%3A%2F%2Fdbpedia.org%2Fresource%2FMen_and_Masculinities
31627,feminism,http%3A%2F%2Fdbpedia.org%2Fresource%2FFeminism
40048,Ethnic group,http%3A%2F%2Fdbpedia.org%2Fresource%2FEthnic_group
40059,social forces,http%3A%2F%2Fdbpedia.org%2Fresource%2FSocial_Forces
47244,neoliberal,http%3A%2F%2Fdbpedia.org%2Fresource%2FNeoliberalism
47800,cuisine,http%3A%2F%2Fdbpedia.org%2Fresource%2FCuisine
47800,political economy,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolitical_economy
49187,cybernetics,http%3A%2F%2Fdbpedia.org%2Fresource%2FCybernetics
1941,fibre art,http%3A%2F%2Fdbpedia.org%2Fresource%2FFiber_art
1945,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
1946,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
2018,contemporary art,http%3A%2F%2Fdbpedia.org%2Fresource%2FContemporary_art
2019,contemporary art,http%3A%2F%2Fdbpedia.org%2Fresource%2FContemporary_art
2025,Ancient Greece,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greece
2035,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
2036,Canadian Architecture,http%3A%2F%2Fdbpedia.org%2Fresource%2FArchitecture_of_Canada
2036,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
2038,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
2039,Montreal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
2039,Montreal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
2040,Montreal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
2040,Montreal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
2215,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
2589,finite element,http%3A%2F%2Fdbpedia.org%2Fresource%2FFinite_element_method
2589,plane strain,http%3A%2F%2Fdbpedia.org%2Fresource%2FInfinitesimal_strain_theory
2704,anatomy,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnatomy
2706,biology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiology
2706,anatomy,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnatomy
2716,interact,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiological_interaction
2716,ecology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEcology
2720,ecology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEcology
2720,adaptation.,http%3A%2F%2Fdbpedia.org%2Fresource%2FAdaptation_%28film%29
2726,protein folding,http%3A%2F%2Fdbpedia.org%2Fresource%2FProtein_folding
2726,bioenergetics,http%3A%2F%2Fdbpedia.org%2Fresource%2FBioenergetics
2726,photosynthesis,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhotosynthesis
2726,flagella,http%3A%2F%2Fdbpedia.org%2Fresource%2FFlagellum
2726,immunology,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmunology
2811,ecophysiology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEcophysiology
2811,environmental microbiology,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicrobial_ecology
2811,bioremediation,http%3A%2F%2Fdbpedia.org%2Fresource%2FBioremediation
2811,biotechnology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiotechnology
2959,GENETICS,http%3A%2F%2Fdbpedia.org%2Fresource%2FGenetics_%28journal%29
3000,GENETICS,http%3A%2F%2Fdbpedia.org%2Fresource%2FGenetics_%28journal%29
40164,biotechnology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiotechnology
40164,DNA,http%3A%2F%2Fdbpedia.org%2Fresource%2FDNA
40164,proteomics,http%3A%2F%2Fdbpedia.org%2Fresource%2FProteomics
40164,mass spectrometry,http%3A%2F%2Fdbpedia.org%2Fresource%2FMass_spectrometry
40164,fluorescence-activated cell sorting,http%3A%2F%2Fdbpedia.org%2Fresource%2FFlow_cytometry
40164,microfluidics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicrofluidics
40164,surface plasmon,http%3A%2F%2Fdbpedia.org%2Fresource%2FSurface_plasmon
40164,plasmon resonance,http%3A%2F%2Fdbpedia.org%2Fresource%2FSurface_plasmon_resonance
40164,protein,http%3A%2F%2Fdbpedia.org%2Fresource%2FProtein
47818,Biological Computing,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiological_computing
47818,gene,http%3A%2F%2Fdbpedia.org%2Fresource%2FGene
47818,recombinant DNA,http%3A%2F%2Fdbpedia.org%2Fresource%2FRecombinant_DNA
47818,gene,http%3A%2F%2Fdbpedia.org%2Fresource%2FGene
49426,Biological Computing,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiological_computing
49426,gene,http%3A%2F%2Fdbpedia.org%2Fresource%2FGene
49426,recombinant DNA,http%3A%2F%2Fdbpedia.org%2Fresource%2FRecombinant_DNA
49426,gene,http%3A%2F%2Fdbpedia.org%2Fresource%2FGene
3319,linear programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FLinear_programming
3319,nonlinear programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FNonlinear_programming
3319,decision analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FDecision_analysis
3319,building science,http%3A%2F%2Fdbpedia.org%2Fresource%2FBuilding_science
3322,Thermal comfort,http%3A%2F%2Fdbpedia.org%2Fresource%2FThermal_comfort
3322,boundary layer,http%3A%2F%2Fdbpedia.org%2Fresource%2FBoundary_layer
3330,Sustainable design,http%3A%2F%2Fdbpedia.org%2Fresource%2FSustainable_design
3332,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
3332,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
3332,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEconomics
3337,convection,http%3A%2F%2Fdbpedia.org%2Fresource%2FConvection
3365,Decision analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FDecision_analysis
3419,process modelling,http%3A%2F%2Fdbpedia.org%2Fresource%2FProcess_modeling
3419,Internet,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternet
47817,transfer function,http%3A%2F%2Fdbpedia.org%2Fresource%2FTransfer_function
47817,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
47817,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
47961,BIM,http%3A%2F%2Fdbpedia.org%2Fresource%2FBuilding_information_modeling
47961,BIM,http%3A%2F%2Fdbpedia.org%2Fresource%2FBuilding_information_modeling
47961,BIM,http%3A%2F%2Fdbpedia.org%2Fresource%2FBuilding_information_modeling
49695,Building Information Modeling (BIM),http%3A%2F%2Fdbpedia.org%2Fresource%2FBuilding_information_modeling
49695,BIM,http%3A%2F%2Fdbpedia.org%2Fresource%2FBuilding_information_modeling
49695,BIM,http%3A%2F%2Fdbpedia.org%2Fresource%2FBuilding_information_modeling
49696,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
49696,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
49696,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
49696,uncertainty analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FUncertainty_analysis
49696,data mining,http%3A%2F%2Fdbpedia.org%2Fresource%2FData_mining
49696,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
49696,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
49696,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
49696,HVAC,http%3A%2F%2Fdbpedia.org%2Fresource%2FHVAC
48954,regression analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FRegression_analysis
48954,logistic regression,http%3A%2F%2Fdbpedia.org%2Fresource%2FLogistic_regression
3524,object-oriented,http%3A%2F%2Fdbpedia.org%2Fresource%2FObject-oriented_programming
3524,object-oriented programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FObject-oriented_programming
3524,integrated development environment,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntegrated_development_environment
3524,polymorphism,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolymorphic_code
3524,object-oriented programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FObject-oriented_programming
3525,relational model,http%3A%2F%2Fdbpedia.org%2Fresource%2FRelational_model
3525,management systems,http%3A%2F%2Fdbpedia.org%2Fresource%2FManagement_system
3526,telemedicine,http%3A%2F%2Fdbpedia.org%2Fresource%2FTelemedicine
3528,ENT,http%3A%2F%2Fdbpedia.org%2Fresource%2FOtorhinolaryngology
3529,project management software,http%3A%2F%2Fdbpedia.org%2Fresource%2FProject_management_software
3529,Project Management Institute,http%3A%2F%2Fdbpedia.org%2Fresource%2FProject_Management_Institute
3682,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
3683,cryotherapy,http%3A%2F%2Fdbpedia.org%2Fresource%2FCryotherapy
3683,dermatology,http%3A%2F%2Fdbpedia.org%2Fresource%2FDermatology
3689,Therapeutic Modalities,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhysical_therapy
3689,ultrasound,http%3A%2F%2Fdbpedia.org%2Fresource%2FUltrasound
3689,Transcutaneous Electrical Nerve Stimulation,http%3A%2F%2Fdbpedia.org%2Fresource%2FTranscutaneous_electrical_nerve_stimulation
3698,advanced life support,http%3A%2F%2Fdbpedia.org%2Fresource%2FAdvanced_life_support
3823,periodic table,http%3A%2F%2Fdbpedia.org%2Fresource%2FPeriodic_table
3823,Lewis theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FLewis_acids_and_bases
3823,valence shell electron pair repulsion theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FVSEPR_theory
3823,valence bond,http%3A%2F%2Fdbpedia.org%2Fresource%2FValence_bond_theory
3823,molecular orbital theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMolecular_orbital_theory
3823,Crystal field theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FCrystal_field_theory
3823,transition metal,http%3A%2F%2Fdbpedia.org%2Fresource%2FTransition_metal
3955,atomic force microscopy,http%3A%2F%2Fdbpedia.org%2Fresource%2FAtomic-force_microscopy
3955,biodetection,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiosensor
3955,nanoscience,http%3A%2F%2Fdbpedia.org%2Fresource%2FNanotechnology
3958,Chemical equilibrium,http%3A%2F%2Fdbpedia.org%2Fresource%2FChemical_equilibrium
3983,spectroscopy,http%3A%2F%2Fdbpedia.org%2Fresource%2FSpectroscopy
3983,laser spectroscopy,http%3A%2F%2Fdbpedia.org%2Fresource%2FSpectroscopy
4070,NUCLEIC ACID CHEMISTRY,http%3A%2F%2Fdbpedia.org%2Fresource%2FNucleic_acid
4430,computer-aided design,http%3A%2F%2Fdbpedia.org%2Fresource%2FComputer-aided_design
4431,hydrodynamics,http%3A%2F%2Fdbpedia.org%2Fresource%2FFluid_dynamics
4431,boundary layer,http%3A%2F%2Fdbpedia.org%2Fresource%2FBoundary_layer
4431,Flow measurement,http%3A%2F%2Fdbpedia.org%2Fresource%2FFlow_measurement
4432,Water supply network,http%3A%2F%2Fdbpedia.org%2Fresource%2FWater_supply_network
4432,gravity sewer,http%3A%2F%2Fdbpedia.org%2Fresource%2FGravity_sewer
4432,EMAT,http%3A%2F%2Fdbpedia.org%2Fresource%2FChief_of_Staff_of_the_French_Army
4438,Bearing capacity,http%3A%2F%2Fdbpedia.org%2Fresource%2FBearing_capacity
4440,rock,http%3A%2F%2Fdbpedia.org%2Fresource%2FRock_music
4440,Slope stability,http%3A%2F%2Fdbpedia.org%2Fresource%2FSlope_stability
4440,Wave propagation,http%3A%2F%2Fdbpedia.org%2Fresource%2FWave_propagation
4448,environmental ethics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEnvironmental_ethics
4449,material balances,http%3A%2F%2Fdbpedia.org%2Fresource%2FMass_balance
4449,eutrophication,http%3A%2F%2Fdbpedia.org%2Fresource%2FEutrophication
4450,coagulation,http%3A%2F%2Fdbpedia.org%2Fresource%2FFlocculation
4450,membrane processes,http%3A%2F%2Fdbpedia.org%2Fresource%2FMembrane_technology
4450,activated sludge,http%3A%2F%2Fdbpedia.org%2Fresource%2FActivated_sludge
4450,trickling filter,http%3A%2F%2Fdbpedia.org%2Fresource%2FTrickling_filter
4480,finite element,http%3A%2F%2Fdbpedia.org%2Fresource%2FFinite_element_method
4513,Pore water pressure,http%3A%2F%2Fdbpedia.org%2Fresource%2FPore_water_pressure
4513,geotechnical,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeotechnical_engineering
47963,nanoscience,http%3A%2F%2Fdbpedia.org%2Fresource%2FNanotechnology
47963,nanotechnology,http%3A%2F%2Fdbpedia.org%2Fresource%2FNanotechnology
47963,nanoscience,http%3A%2F%2Fdbpedia.org%2Fresource%2FNanotechnology
47963,nanoparticle,http%3A%2F%2Fdbpedia.org%2Fresource%2FNanoparticle
47963,nanotoxicology,http%3A%2F%2Fdbpedia.org%2Fresource%2FNanotoxicology
47963,nanotechnology,http%3A%2F%2Fdbpedia.org%2Fresource%2FNanotechnology
47964,greenhouse gas,http%3A%2F%2Fdbpedia.org%2Fresource%2FGreenhouse_gas
47964,management systems,http%3A%2F%2Fdbpedia.org%2Fresource%2FManagement_system
4711,Ancient Near East,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Near_East
4711,ancient Near,http%3A%2F%2Fdbpedia.org%2Fresource%2FNear_East
4711,Alexander,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlexander_the_Great
4711,Empire,http%3A%2F%2Fdbpedia.org%2Fresource%2FRoman_Empire
4781,Ancient Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greek
4781,Herodotus,http%3A%2F%2Fdbpedia.org%2Fresource%2FHerodotus
4781,Xenophon,http%3A%2F%2Fdbpedia.org%2Fresource%2FXenophon
4781,Plato,http%3A%2F%2Fdbpedia.org%2Fresource%2FPlato
48839,Ancient Greece,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greece
48839,Bronze Age,http%3A%2F%2Fdbpedia.org%2Fresource%2FBronze_Age
48839,Empire,http%3A%2F%2Fdbpedia.org%2Fresource%2FRoman_Empire
48840,Ancient Greece,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greece
48840,Rome,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Rome
48840,Ancient Greece,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greece
48840,Rome,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Rome
48841,Roman mythology,http%3A%2F%2Fdbpedia.org%2Fresource%2FRoman_mythology
48841,Ancient Near East,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Near_East
5068,Time,http%3A%2F%2Fdbpedia.org%2Fresource%2FTime
5068,RTOS,http%3A%2F%2Fdbpedia.org%2Fresource%2FReal-time_operating_system
5068,interprocess communication,http%3A%2F%2Fdbpedia.org%2Fresource%2FInter-process_communication
5068,synchronization,http%3A%2F%2Fdbpedia.org%2Fresource%2FSynchronization
5068,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FComputer_memory
5068,exception handling,http%3A%2F%2Fdbpedia.org%2Fresource%2FException_handling
5068,Concurrent programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FConcurrent_computing
5068,POSIX,http%3A%2F%2Fdbpedia.org%2Fresource%2FPOSIX
5068,RTOS,http%3A%2F%2Fdbpedia.org%2Fresource%2FReal-time_operating_system
5068,QNX,http%3A%2F%2Fdbpedia.org%2Fresource%2FQNX
5068,VxWorks,http%3A%2F%2Fdbpedia.org%2Fresource%2FVxWorks
48392,cloud computing,http%3A%2F%2Fdbpedia.org%2Fresource%2FCloud_computing
48392,CAP theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FCAP_theorem
48392,API,http%3A%2F%2Fdbpedia.org%2Fresource%2FApplication_programming_interface
48392,Map reduce,http%3A%2F%2Fdbpedia.org%2Fresource%2FMapReduce
48393,BIOLOGICAL COMPUTING,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiological_computing
48393,genome,http%3A%2F%2Fdbpedia.org%2Fresource%2FGenome
48393,RNA,http%3A%2F%2Fdbpedia.org%2Fresource%2FRNA
48393,protein,http%3A%2F%2Fdbpedia.org%2Fresource%2FProtein
48393,gene,http%3A%2F%2Fdbpedia.org%2Fresource%2FGene
48393,gene,http%3A%2F%2Fdbpedia.org%2Fresource%2FGene
48394,microfluidics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicrofluidics
48394,biology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiology
48394,DNA,http%3A%2F%2Fdbpedia.org%2Fresource%2FDNA
48394,microfluidics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicrofluidics
48394,biology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiology
48395,sensor networks,http%3A%2F%2Fdbpedia.org%2Fresource%2FWireless_sensor_network
48395,MQTT,http%3A%2F%2Fdbpedia.org%2Fresource%2FMQTT
48395,Constrained application protocol,http%3A%2F%2Fdbpedia.org%2Fresource%2FConstrained_Application_Protocol
48395,efficient XML interchange,http%3A%2F%2Fdbpedia.org%2Fresource%2FEfficient_XML_Interchange
48395,Protocol stack,http%3A%2F%2Fdbpedia.org%2Fresource%2FProtocol_stack
6563,Silence,http%3A%2F%2Fdbpedia.org%2Fresource%2FSilence
7155,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEconomics
7155,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEconomics
7155,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEconomics
7155,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
7168,binomial,http%3A%2F%2Fdbpedia.org%2Fresource%2FBinomial_distribution
7168,normal distribution,http%3A%2F%2Fdbpedia.org%2Fresource%2FNormal_distribution
7168,linear regression,http%3A%2F%2Fdbpedia.org%2Fresource%2FLinear_regression
7175,Industrial Revolution,http%3A%2F%2Fdbpedia.org%2Fresource%2FIndustrial_Revolution
7175,Industrial Revolution,http%3A%2F%2Fdbpedia.org%2Fresource%2FIndustrial_Revolution
7215,linear regression,http%3A%2F%2Fdbpedia.org%2Fresource%2FLinear_regression
7222,Public Sector Economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FPublic_economics
7222,market failure,http%3A%2F%2Fdbpedia.org%2Fresource%2FMarket_failure
7233,World War II,http%3A%2F%2Fdbpedia.org%2Fresource%2FWorld_War_II
7233,Asian financial crisis,http%3A%2F%2Fdbpedia.org%2Fresource%2F1997_Asian_financial_crisis
7234,European Union,http%3A%2F%2Fdbpedia.org%2Fresource%2FEuropean_Union
7234,Ireland,http%3A%2F%2Fdbpedia.org%2Fresource%2FRepublic_of_Ireland
7234,European Union,http%3A%2F%2Fdbpedia.org%2Fresource%2FEuropean_Union
7266,input-output analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FInput%E2%80%93output_model
7266,general equilibrium,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeneral_equilibrium_theory
7301,Game Theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGame_theory
7301,game theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGame_theory
7301,international,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternational_law
7301,extensive form,http%3A%2F%2Fdbpedia.org%2Fresource%2FExtensive-form_game
7301,oligopoly,http%3A%2F%2Fdbpedia.org%2Fresource%2FOligopoly
7308,Labour,http%3A%2F%2Fdbpedia.org%2Fresource%2FNew_Zealand_Labour_Party
7310,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEconomics
7310,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEconomics
7311,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEcological_economics
7311,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEcological_economics
7311,renewable,http%3A%2F%2Fdbpedia.org%2Fresource%2FNatural_resource
7311,international,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternational
7311,intergenerational equity,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntergenerational_equity
7311,environmental ethics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEnvironmental_ethics
7314,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
7352,Microeconomics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicroeconomics
7352,Consumer theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FConsumer_choice
7352,microeconomics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicroeconomics
7353,Microeconomics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicroeconomics
7353,general equilibrium theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeneral_equilibrium_theory
7353,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEconomics
7353,game theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGame_theory
7354,Game Theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGame_theory
7354,game theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGame_theory
7354,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEconomic_equilibrium
7354,Nash equilibrium,http%3A%2F%2Fdbpedia.org%2Fresource%2FNash_equilibrium
7354,Bayesian Nash equilibrium,http%3A%2F%2Fdbpedia.org%2Fresource%2FBayesian_game
7354,Shapley,http%3A%2F%2Fdbpedia.org%2Fresource%2FLloyd_Shapley
40500,Game Theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGame_theory
7680,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
7696,language acquisition,http%3A%2F%2Fdbpedia.org%2Fresource%2FLanguage_acquisition
7715,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
47984,qualitative data analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FQualitative_research
7960,Time,http%3A%2F%2Fdbpedia.org%2Fresource%2FTime
7960,Fourier series,http%3A%2F%2Fdbpedia.org%2Fresource%2FFourier_series
7960,Fourier transform,http%3A%2F%2Fdbpedia.org%2Fresource%2FFourier_transform
7960,discrete-time Fourier transform,http%3A%2F%2Fdbpedia.org%2Fresource%2FDiscrete-time_Fourier_transform
7961,Time,http%3A%2F%2Fdbpedia.org%2Fresource%2FTime
7961,Transient response,http%3A%2F%2Fdbpedia.org%2Fresource%2FTransient_response
7961,Natural frequency,http%3A%2F%2Fdbpedia.org%2Fresource%2FNatural_frequency
7961,resonance,http%3A%2F%2Fdbpedia.org%2Fresource%2FResonance
7961,impedance,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectrical_impedance
7961,power factor,http%3A%2F%2Fdbpedia.org%2Fresource%2FPower_factor
7963,diode,http%3A%2F%2Fdbpedia.org%2Fresource%2FDiode
7963,small signal model,http%3A%2F%2Fdbpedia.org%2Fresource%2FSmall-signal_model
7963,MOSFET,http%3A%2F%2Fdbpedia.org%2Fresource%2FMOSFET
7963,common gate,http%3A%2F%2Fdbpedia.org%2Fresource%2FCommon_gate
7963,common drain,http%3A%2F%2Fdbpedia.org%2Fresource%2FCommon_drain
7967,AC/DC,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectric_current
7967,Induction machines,http%3A%2F%2Fdbpedia.org%2Fresource%2FInduction_motor
7971,electromagnetism,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectromagnetism
7973,Intersymbol interference,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntersymbol_interference
7976,quantization,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuantum_mechanics
7976,matched filter,http%3A%2F%2Fdbpedia.org%2Fresource%2FMatched_filter
7977,Reconstruction,http%3A%2F%2Fdbpedia.org%2Fresource%2FReconstruction_Era
7977,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
7977,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
7977,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
7977,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
7977,MATLAB,http%3A%2F%2Fdbpedia.org%2Fresource%2FMATLAB
7978,Laurent,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaurent_de_Brunhoff
7978,Fourier series,http%3A%2F%2Fdbpedia.org%2Fresource%2FFourier_series
7978,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace%27s_equation
7978,Legendre,http%3A%2F%2Fdbpedia.org%2Fresource%2FAdrien-Marie_Legendre
7989,optical switches,http%3A%2F%2Fdbpedia.org%2Fresource%2FOptical_switch
7989,physics,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhysics
7996,Overcurrent,http%3A%2F%2Fdbpedia.org%2Fresource%2FOvercurrent
8021,z-transform,http%3A%2F%2Fdbpedia.org%2Fresource%2FZ-transform
8021,quantization,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuantum_mechanics
48719,odometry,http%3A%2F%2Fdbpedia.org%2Fresource%2FOdometry
48719,Kalman filter,http%3A%2F%2Fdbpedia.org%2Fresource%2FKalman_filter
48719,Robot localization,http%3A%2F%2Fdbpedia.org%2Fresource%2FRobotic_mapping
48719,Kalman filter,http%3A%2F%2Fdbpedia.org%2Fresource%2FKalman_filter
49359,signal processing,http%3A%2F%2Fdbpedia.org%2Fresource%2FSignal_processing
49359,signal processing,http%3A%2F%2Fdbpedia.org%2Fresource%2FSignal_processing
49359,electroencephalogram,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectroencephalography
