Course ID,Topic Name,Topic Link
14134,Marxism,http%3A%2F%2Fdbpedia.org%2Fresource%2FMarxism
14134,anarchism,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnarchism
14134,revolutionary,http%3A%2F%2Fdbpedia.org%2Fresource%2FRevolutionary
14134,terrorism,http%3A%2F%2Fdbpedia.org%2Fresource%2FTerrorism
14146,Soviet Union,http%3A%2F%2Fdbpedia.org%2Fresource%2FSoviet_Union
14146,Soviet Union,http%3A%2F%2Fdbpedia.org%2Fresource%2FSoviet_Union
14146,Stalin,http%3A%2F%2Fdbpedia.org%2Fresource%2FJoseph_Stalin
14146,World War II,http%3A%2F%2Fdbpedia.org%2Fresource%2FWorld_War_II
14146,Cold War,http%3A%2F%2Fdbpedia.org%2Fresource%2FCold_War
14153,Atlantic revolutions,http%3A%2F%2Fdbpedia.org%2Fresource%2FAtlantic_history
47298,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
47877,Renaissance,http%3A%2F%2Fdbpedia.org%2Fresource%2FRenaissance
47877,Scientific Revolution,http%3A%2F%2Fdbpedia.org%2Fresource%2FScientific_revolution
47877,Enlightenment,http%3A%2F%2Fdbpedia.org%2Fresource%2FAge_of_Enlightenment
47878,HISTORY OF THE BALKANS,http%3A%2F%2Fdbpedia.org%2Fresource%2FHistory_of_the_Balkans
47879,Civil War,http%3A%2F%2Fdbpedia.org%2Fresource%2FAmerican_Civil_War
47879,Civil War,http%3A%2F%2Fdbpedia.org%2Fresource%2FAmerican_Civil_War
49241,The Atlantic,http%3A%2F%2Fdbpedia.org%2Fresource%2FAtlantic_Ocean
46799,Electronic Arts,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectronic_Arts
16062,Lean Manufacturing,http%3A%2F%2Fdbpedia.org%2Fresource%2FLean_manufacturing
16062,lean manufacturing,http%3A%2F%2Fdbpedia.org%2Fresource%2FLean_manufacturing
16062,Six Sigma,http%3A%2F%2Fdbpedia.org%2Fresource%2FSix_Sigma
16199,MGMT,http%3A%2F%2Fdbpedia.org%2Fresource%2FMGMT
49532,trust,http%3A%2F%2Fdbpedia.org%2Fresource%2FTrust_law
49532,trust,http%3A%2F%2Fdbpedia.org%2Fresource%2FTrust_law
49532,piracy protection,http%3A%2F%2Fdbpedia.org%2Fresource%2FCopy_protection
49532,FPGA,http%3A%2F%2Fdbpedia.org%2Fresource%2FField-programmable_gate_array
49532,FPGA,http%3A%2F%2Fdbpedia.org%2Fresource%2FField-programmable_gate_array
49532,hardware trojan,http%3A%2F%2Fdbpedia.org%2Fresource%2FHardware_Trojan
49532,SCADA,http%3A%2F%2Fdbpedia.org%2Fresource%2FSCADA
49532,sensor networks,http%3A%2F%2Fdbpedia.org%2Fresource%2FWireless_sensor_network
16236,Windows,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicrosoft_Windows
16236,operating system,http%3A%2F%2Fdbpedia.org%2Fresource%2FOperating_system
16236,Microsoft Office,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicrosoft_Office
22633,Great Irish Famine,http%3A%2F%2Fdbpedia.org%2Fresource%2FGreat_Famine_%28Ireland%29
22633,Great Irish Famine,http%3A%2F%2Fdbpedia.org%2Fresource%2FGreat_Famine_%28Ireland%29
22633,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
48404,Montreal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMontreal
48404,Patrick,http%3A%2F%2Fdbpedia.org%2Fresource%2FSaint_Patrick
48404,Dublin,http%3A%2F%2Fdbpedia.org%2Fresource%2FDublin
48406,Patrick,http%3A%2F%2Fdbpedia.org%2Fresource%2FSaint_Patrick
48406,The Butcher Boy,http%3A%2F%2Fdbpedia.org%2Fresource%2FThe_Butcher_Boy_%281997_film%29
48407,IRISH MYTHOLOGY,http%3A%2F%2Fdbpedia.org%2Fresource%2FIrish_mythology
48407,Ireland,http%3A%2F%2Fdbpedia.org%2Fresource%2FIreland
48857,Ireland,http%3A%2F%2Fdbpedia.org%2Fresource%2FRepublic_of_Ireland
48857,Civil War,http%3A%2F%2Fdbpedia.org%2Fresource%2FIrish_Civil_War
48857,Celtic Tiger,http%3A%2F%2Fdbpedia.org%2Fresource%2FCeltic_Tiger
48857,Anglo-Irish Treaty,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnglo-Irish_Treaty
48857,Civil War,http%3A%2F%2Fdbpedia.org%2Fresource%2FIrish_Civil_War
48857,Fianna Fáil,http%3A%2F%2Fdbpedia.org%2Fresource%2FFianna_F%C3%A1il
48857,Anglo-Irish,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnglo-Irish_people
48857,Ireland,http%3A%2F%2Fdbpedia.org%2Fresource%2FRepublic_of_Ireland
48857,Northern Ireland,http%3A%2F%2Fdbpedia.org%2Fresource%2FNorthern_Ireland
48857,Celtic Tiger,http%3A%2F%2Fdbpedia.org%2Fresource%2FCeltic_Tiger
22684,Italian grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FItalian_grammar
22717,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
47820,narratology,http%3A%2F%2Fdbpedia.org%2Fresource%2FNarratology
47820,discourse analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FDiscourse_analysis
22909,jazz,http%3A%2F%2Fdbpedia.org%2Fresource%2FJazz
23491,linguistic morphology,http%3A%2F%2Fdbpedia.org%2Fresource%2FMorphology_%28linguistics%29
23527,Indo-European languages,http%3A%2F%2Fdbpedia.org%2Fresource%2FIndo-European_languages
23530,Universal Grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FUniversal_grammar
23530,Universal Grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FUniversal_grammar
23540,Indo-European,http%3A%2F%2Fdbpedia.org%2Fresource%2FIndo-European_languages
23540,Indo-European,http%3A%2F%2Fdbpedia.org%2Fresource%2FIndo-European_languages
23540,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
23540,Extensive reading,http%3A%2F%2Fdbpedia.org%2Fresource%2FExtensive_reading
23546,Homeric Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FHomeric_Greek
23546,Homer,http%3A%2F%2Fdbpedia.org%2Fresource%2FHomer
23546,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
23546,Proto-Indo-European,http%3A%2F%2Fdbpedia.org%2Fresource%2FProto-Indo-European_language
23546,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
23546,Iliad,http%3A%2F%2Fdbpedia.org%2Fresource%2FIliad
23547,Oscan,http%3A%2F%2Fdbpedia.org%2Fresource%2FOscan_language
23547,phonology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhonology
23547,Osco-Umbrian,http%3A%2F%2Fdbpedia.org%2Fresource%2FOsco-Umbrian_languages
23547,Proto-Indo-European,http%3A%2F%2Fdbpedia.org%2Fresource%2FProto-Indo-European_language
23549,phonology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhonology
23549,vowel harmony,http%3A%2F%2Fdbpedia.org%2Fresource%2FVowel_harmony
23736,computational finance,http%3A%2F%2Fdbpedia.org%2Fresource%2FComputational_finance
23736,binomial,http%3A%2F%2Fdbpedia.org%2Fresource%2FBinomial_options_pricing_model
23736,Black-Scholes model,http%3A%2F%2Fdbpedia.org%2Fresource%2FBlack%E2%80%93Scholes_model
23737,binomial,http%3A%2F%2Fdbpedia.org%2Fresource%2FBinomial_options_pricing_model
23737,Monte-Carlo,http%3A%2F%2Fdbpedia.org%2Fresource%2FMonte_Carlo_method
23737,option valuation,http%3A%2F%2Fdbpedia.org%2Fresource%2FOption_%28finance%29
23737,heat equation,http%3A%2F%2Fdbpedia.org%2Fresource%2FHeat_equation
23737,exotic derivatives,http%3A%2F%2Fdbpedia.org%2Fresource%2FExotic_derivative
23739,Human Behaviour,http%3A%2F%2Fdbpedia.org%2Fresource%2FHuman_Behaviour
23763,international,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternational_law
23790,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
23790,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
23800,management areas,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolitics_of_the_Highland_council_area
23811,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
23812,Canada Business Corporations Act,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada_Business_Corporations_Act
23969,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
23969,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
23969,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
23969,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
23969,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
23969,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
23970,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
23970,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
23970,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
23970,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
23971,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
23971,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
23971,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
23971,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
23975,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47187,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
47187,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47187,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
47187,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47187,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
47187,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47187,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47188,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
47188,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47188,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
47188,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47188,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
47188,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47188,oral skills,http%3A%2F%2Fdbpedia.org%2Fresource%2FLanguage_pedagogy
47188,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47188,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47533,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
47533,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47533,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
47533,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47533,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
47533,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
48844,The Modern Age,http%3A%2F%2Fdbpedia.org%2Fresource%2FThe_Modern_Age
48844,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
24022,Integrated Marketing Communications,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntegrated_marketing_communications
24022,Internet marketing,http%3A%2F%2Fdbpedia.org%2Fresource%2FDigital_marketing
24034,marketing mix,http%3A%2F%2Fdbpedia.org%2Fresource%2FMarketing_mix
48109,Integrated Marketing Communications,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntegrated_marketing_communications
24128,Algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlgebra_over_a_field
24128,parametric equation,http%3A%2F%2Fdbpedia.org%2Fresource%2FParametric_equation
24128,numerical integration,http%3A%2F%2Fdbpedia.org%2Fresource%2FNumerical_integration
24128,vector space,http%3A%2F%2Fdbpedia.org%2Fresource%2FVector_space
24133,Markov,http%3A%2F%2Fdbpedia.org%2Fresource%2FMarkov_chain
24133,queuing theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FQueueing_theory
24133,inventory theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FInventory_theory
24133,Markov,http%3A%2F%2Fdbpedia.org%2Fresource%2FMarkov_chain
24136,Algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlgebra_over_a_field
24136,matrix operations,http%3A%2F%2Fdbpedia.org%2Fresource%2FMatrix_multiplication
24136,dependence,http%3A%2F%2Fdbpedia.org%2Fresource%2FLinear_independence
24136,Markov,http%3A%2F%2Fdbpedia.org%2Fresource%2FMarkov_chain
24137,Algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlgebra_over_a_field
24137,Gram-Schmidt,http%3A%2F%2Fdbpedia.org%2Fresource%2FGram%E2%80%93Schmidt_process
24137,theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FTheorem
24137,coding theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FCoding_theory
24138,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
24141,hypothesis testing,http%3A%2F%2Fdbpedia.org%2Fresource%2FStatistical_hypothesis_testing
24141,linear regression,http%3A%2F%2Fdbpedia.org%2Fresource%2FLinear_regression
24141,MINITAB,http%3A%2F%2Fdbpedia.org%2Fresource%2FMinitab
24141,SYSTAT,http%3A%2F%2Fdbpedia.org%2Fresource%2FSYSTAT_%28software%29
24186,LINEAR,http%3A%2F%2Fdbpedia.org%2Fresource%2FLincoln_Near-Earth_Asteroid_Research
24314,classical,http%3A%2F%2Fdbpedia.org%2Fresource%2FClassical_mechanics
24314,Killing form,http%3A%2F%2Fdbpedia.org%2Fresource%2FKilling_form
24314,Haar measure,http%3A%2F%2Fdbpedia.org%2Fresource%2FHaar_measure
24314,SU(3),http%3A%2F%2Fdbpedia.org%2Fresource%2FSpecial_unitary_group
24314,Lorentz,http%3A%2F%2Fdbpedia.org%2Fresource%2FLorentz_group
48039,mathematics education,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics_education
24450,John Molson,http%3A%2F%2Fdbpedia.org%2Fresource%2FJohn_Molson
24456,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
24456,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
24456,theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FTheorem
24456,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
24456,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
24465,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
24465,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
24505,Algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlgebra_over_a_field
24506,Algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlgebra_over_a_field
24506,nilpotent,http%3A%2F%2Fdbpedia.org%2Fresource%2FNilpotent
24506,Jordan canonical form,http%3A%2F%2Fdbpedia.org%2Fresource%2FJordan_normal_form
24510,Multivariate calculus,http%3A%2F%2Fdbpedia.org%2Fresource%2FMultivariable_calculus
24511,implicit function theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FImplicit_function_theorem
24511,vector calculus,http%3A%2F%2Fdbpedia.org%2Fresource%2FVector_calculus
24600,Algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlgebra_over_a_field
24600,theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FTheorem
24600,theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FTheorem
24600,Cauchy,http%3A%2F%2Fdbpedia.org%2Fresource%2FAugustin-Louis_Cauchy
24600,Sylow theorems,http%3A%2F%2Fdbpedia.org%2Fresource%2FSylow_theorems
24601,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
24681,theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FTheorem
24681,Weierstrass approximation theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FStone%E2%80%93Weierstrass_theorem
24683,Cauchy,http%3A%2F%2Fdbpedia.org%2Fresource%2FAugustin-Louis_Cauchy
24683,theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FTheorem
24683,maximum modulus principle,http%3A%2F%2Fdbpedia.org%2Fresource%2FMaximum_modulus_principle
24683,uniqueness theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FUniqueness_quantification
24683,Riemann mapping theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FRiemann_mapping_theorem
24684,absolute continuity,http%3A%2F%2Fdbpedia.org%2Fresource%2FAbsolute_continuity
24687,Galois theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGalois_theory
24688,Cauchy-Kowalewski theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FCauchy%E2%80%93Kowalevski_theorem
24690,Sturm-Liouville theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FSturm%E2%80%93Liouville_theory
24691,symbolic dynamics,http%3A%2F%2Fdbpedia.org%2Fresource%2FSymbolic_dynamics
25279,Mandarin Chinese,http%3A%2F%2Fdbpedia.org%2Fresource%2FMandarin_Chinese
25279,Mandarin Chinese,http%3A%2F%2Fdbpedia.org%2Fresource%2FMandarin_Chinese
25279,Mandarin Chinese,http%3A%2F%2Fdbpedia.org%2Fresource%2FMandarin_Chinese
25286,Classical Chinese,http%3A%2F%2Fdbpedia.org%2Fresource%2FClassical_Chinese
25287,Confucian,http%3A%2F%2Fdbpedia.org%2Fresource%2FConfucianism
25287,Taoist,http%3A%2F%2Fdbpedia.org%2Fresource%2FTaoism
25288,Chinese painting,http%3A%2F%2Fdbpedia.org%2Fresource%2FChinese_painting
25310,dynamic memory allocation,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory_management
25310,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
25324,vorticity,http%3A%2F%2Fdbpedia.org%2Fresource%2FVorticity
25324,stream function,http%3A%2F%2Fdbpedia.org%2Fresource%2FStream_function
25324,Navier-Stokes equations,http%3A%2F%2Fdbpedia.org%2Fresource%2FNavier%E2%80%93Stokes_equations
25324,irrotational,http%3A%2F%2Fdbpedia.org%2Fresource%2FPotential_flow
25338,polymer,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolymer
25338,micromechanics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicromechanics
25339,welding,http%3A%2F%2Fdbpedia.org%2Fresource%2FWelding
25339,non-destructive testing,http%3A%2F%2Fdbpedia.org%2Fresource%2FNondestructive_testing
25339,robot,http%3A%2F%2Fdbpedia.org%2Fresource%2FIndustrial_robot
25342,energy methods,http%3A%2F%2Fdbpedia.org%2Fresource%2FEnergy_principles_in_structural_mechanics
25363,Mechatronics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMechatronics
25363,assembly language,http%3A%2F%2Fdbpedia.org%2Fresource%2FAssembly_language
25363,microcontroller,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicrocontroller
25363,microcontroller,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicrocontroller
25377,Mechanical Engineering,http%3A%2F%2Fdbpedia.org%2Fresource%2FMechanical_engineering
25377,Project A,http%3A%2F%2Fdbpedia.org%2Fresource%2FProject_A
25653,jazz,http%3A%2F%2Fdbpedia.org%2Fresource%2FJazz
49716,Mechanical Engineering,http%3A%2F%2Fdbpedia.org%2Fresource%2FMechanical_engineering
49716,orthographic projection,http%3A%2F%2Fdbpedia.org%2Fresource%2FOrthographic_projection
49717,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
49717,dynamic memory allocation,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory_management
49720,metrology,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetrology
49720,welding,http%3A%2F%2Fdbpedia.org%2Fresource%2FWelding
26143,harmonic,http%3A%2F%2Fdbpedia.org%2Fresource%2FHarmony
26145,classical,http%3A%2F%2Fdbpedia.org%2Fresource%2FClassical_music
26146,classical,http%3A%2F%2Fdbpedia.org%2Fresource%2FClassical_music
26561,biology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhilosophy_of_biology
26574,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
26574,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
26574,physics,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhysics
26643,Kant,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmanuel_Kant
26643,Hegel,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeorg_Wilhelm_Friedrich_Hegel
26643,positivism,http%3A%2F%2Fdbpedia.org%2Fresource%2FPositivism
26643,pragmatism,http%3A%2F%2Fdbpedia.org%2Fresource%2FPragmatism
26651,Husserl,http%3A%2F%2Fdbpedia.org%2Fresource%2FEdmund_Husserl
26651,Heidegger,http%3A%2F%2Fdbpedia.org%2Fresource%2FMartin_Heidegger
26651,Merleau-Ponty,http%3A%2F%2Fdbpedia.org%2Fresource%2FMaurice_Merleau-Ponty
26651,Foucault,http%3A%2F%2Fdbpedia.org%2Fresource%2FMichel_Foucault
26651,Derrida,http%3A%2F%2Fdbpedia.org%2Fresource%2FJacques_Derrida
26742,Metaphysics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetaphysics
26749,epistemology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEpistemology
26749,metaphysics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetaphysics
26756,continental philosophy,http%3A%2F%2Fdbpedia.org%2Fresource%2FContinental_philosophy
26756,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
26757,continental philosophy,http%3A%2F%2Fdbpedia.org%2Fresource%2FContinental_philosophy
26759,Plato,http%3A%2F%2Fdbpedia.org%2Fresource%2FPlato
26759,Plato,http%3A%2F%2Fdbpedia.org%2Fresource%2FPlato
26765,Wittgenstein,http%3A%2F%2Fdbpedia.org%2Fresource%2FLudwig_Wittgenstein
26765,Austin,http%3A%2F%2Fdbpedia.org%2Fresource%2FAustin_Motor_Company
26869,Kant,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmanuel_Kant
26869,Kant,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmanuel_Kant
26869,Kant,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmanuel_Kant
48845,biology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiology
48845,biology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiology
48845,biology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiology
27198,physics,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhysics
27198,Galileo,http%3A%2F%2Fdbpedia.org%2Fresource%2FGalileo_Galilei
27198,quantum mechanics,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuantum_mechanics
27204,Kinematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FKinematics
27204,Newton,http%3A%2F%2Fdbpedia.org%2Fresource%2FIsaac_Newton
27204,Statics,http%3A%2F%2Fdbpedia.org%2Fresource%2FStatics
27204,Rotational motion,http%3A%2F%2Fdbpedia.org%2Fresource%2FRotation_around_a_fixed_axis
27205,Electrical charge,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectric_charge
27205,Electromagnetic induction,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectromagnetic_induction
27207,Wave propagation,http%3A%2F%2Fdbpedia.org%2Fresource%2FWave_propagation
27207,Compton,http%3A%2F%2Fdbpedia.org%2Fresource%2FDenis_Compton
27220,Wronskian,http%3A%2F%2Fdbpedia.org%2Fresource%2FWronskian
27220,linear algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FLinear_algebra
27228,Classical Mechanics,http%3A%2F%2Fdbpedia.org%2Fresource%2FClassical_mechanics
27228,Statics,http%3A%2F%2Fdbpedia.org%2Fresource%2FStatics
27228,harmonic,http%3A%2F%2Fdbpedia.org%2Fresource%2FHarmonic_oscillator
27228,Lagrangian mechanics,http%3A%2F%2Fdbpedia.org%2Fresource%2FLagrangian_mechanics
27229,Wave equation,http%3A%2F%2Fdbpedia.org%2Fresource%2FWave_equation
27229,polariscope,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolarimetry
27229,Malus,http%3A%2F%2Fdbpedia.org%2Fresource%2FMalus
27229,Michelson interferometer,http%3A%2F%2Fdbpedia.org%2Fresource%2FMichelson_interferometer
27229,Fourier analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FFourier_analysis
27229,diffraction,http%3A%2F%2Fdbpedia.org%2Fresource%2FDiffraction
27229,diffraction,http%3A%2F%2Fdbpedia.org%2Fresource%2FDiffraction
27229,Fresnel,http%3A%2F%2Fdbpedia.org%2Fresource%2FAugustin-Jean_Fresnel
27229,diffraction grating,http%3A%2F%2Fdbpedia.org%2Fresource%2FDiffraction_grating
27229,Fresnel diffraction,http%3A%2F%2Fdbpedia.org%2Fresource%2FFresnel_diffraction
27230,Electrostatics,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectrostatics
27230,Gauss,http%3A%2F%2Fdbpedia.org%2Fresource%2FGauss%27s_law
27230,electric potential,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectric_potential
27230,capacitance,http%3A%2F%2Fdbpedia.org%2Fresource%2FCapacitance
27230,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace%27s_equation
27230,multipole expansion,http%3A%2F%2Fdbpedia.org%2Fresource%2FMultipole_expansion
27232,Cell physiology,http%3A%2F%2Fdbpedia.org%2Fresource%2FCell_physiology
27232,Reynolds number,http%3A%2F%2Fdbpedia.org%2Fresource%2FReynolds_number
27232,entropy,http%3A%2F%2Fdbpedia.org%2Fresource%2FEntropy
27232,free energy,http%3A%2F%2Fdbpedia.org%2Fresource%2FThermodynamic_free_energy
27232,active transport,http%3A%2F%2Fdbpedia.org%2Fresource%2FActive_transport
27232,X-ray crystallography,http%3A%2F%2Fdbpedia.org%2Fresource%2FX-ray_crystallography
27233,physics,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhysics
27233,climate change,http%3A%2F%2Fdbpedia.org%2Fresource%2FClimate_change
27233,Mechanical Engineering,http%3A%2F%2Fdbpedia.org%2Fresource%2FMechanical_engineering
27266,isothermal,http%3A%2F%2Fdbpedia.org%2Fresource%2FIsothermal_process
27266,adiabatic,http%3A%2F%2Fdbpedia.org%2Fresource%2FAdiabatic_process
27266,Carnot,http%3A%2F%2Fdbpedia.org%2Fresource%2FCarnot_cycle
27266,entropy,http%3A%2F%2Fdbpedia.org%2Fresource%2FEntropy
27266,Clausius-Clapeyron equation,http%3A%2F%2Fdbpedia.org%2Fresource%2FClausius%E2%80%93Clapeyron_relation
27266,kinetic theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FKinetic_theory_of_gases
27266,equipartition,http%3A%2F%2Fdbpedia.org%2Fresource%2FEquipartition_theorem
27266,Van,http%3A%2F%2Fdbpedia.org%2Fresource%2FVan
